,Unnamed: 0,responce,question
662,79559,"We have no plans on cancelling any flights at this time, Ken. If that changes, we'll notify those customers affected as quickly as we can!",American Airlines says 'a few hundred' flights without pilots for next month.   When will you announce which flights you intend on canceling? Please do not wait till just a few days prior. We need time to adjust to your screwup.  https://t.co/rS9CRNgYnW
663,79561,We plan on operating as usual and expect to avoid any cancellations.,are you going to reduce the ticket cost? We the customers will pay for your failures?
664,79564,"What happened, Beth? We'd be glad to take a look. DM more info.","When I tell that I accidentally did something to my account and they say, that's impossible...ok then... "
665,79566,Schedule changes may occur based on operational needs. Please have them reach out to us or DM their record locator and we'll take a look.,just changed my parents return flight from Maui in July because they no longer fly back during the day. I hope you are close to announcing your flights to the islands! If not  here we come!
666,79569,"Under Print trip and receipt, scroll to the bottom under endorsements and restrictions. Your ticket is non-refundable with a fee for changes","Is there a way to view the fare rules for a ticketed reservation on https://t.co/DZ6EoAvL4b?  I'm considering a cancellation / change, but cannot figure out how to see the details on fees.  Thanks!"
667,79571,She's a ,"Brand new plane,2nd time taking flight captain said "
668,79573,We're working on this issue and expect to avoid canceling flights.,do we think the reason my flights were so cheap is because there is no actual pilot for the plane?
669,79575,"We do our best to avoid delays, but safety is our top priority. We'll have you wheels up just as quickly as we can!",Two delays today in one airport on two separate planes....can't get it right today with all the maintenance problems.
670,79577,"We're not expecting any cancellations during the holiday season, so we're not offering refunds at this time.",Hi HELP! You wonât let me cancel 12/21 flight but also given no guarantees from cust spprt itâs actually going out...HO HO HO
671,79579,"We're happy to help, Naomi. Please, DM your date of travel, location, and name as it appears on your ticket. We'll take a look.",Need help retrieving a ticket number for an Oct 2017 AAdvantage award ticket. Canât locate it online. Can you assist?
672,81403,We've ,"Update: they replaced my bag free of charge. Shout out to the girls at the luggage counter in ORD, you were so nice to me! https://t.co/3QVbAHyxzq"
673,81405,We can give you that info here. Please follow and DM your record locator.,"This is true. But a ticket number does not show up on the statement, nor in the rewards statement. Also, understand that you are suggesting I consult a 3rd party for a ticket number issued and utilized by AA."
674,81407,There are taxes to be collected when using miles for a ticket.,"There was a small balance listed as a charge, but no ticket number"
675,81409,There would have been a charge for taxes and carrier imposed charges.,"Purchased with miles, so it's not on a CC statement"
676,81411,Your 13 digit ticket number will be on your credit card statement from when you purchased it.,"I actually need the ticket number, I have confirmation code"
677,81413,You can go to the following link: https://t.co/xM8Vkc7BvM Click on request a receipt and enter the ticket number.,how can I get a receipt with ticket numbers for recent travel on AA?
678,81417,We want all of our customers to get where they need to be this holiday season. Weâre expecting to avoid cancellations.,"Hi, we have a upcoming flight on Dec 19. when can we be sure if our flight(s) have been affected or not?"
679,81420,"We're working diligently to resolve this issue and expect to avoid cancellations, Gary.","I have a flight on 12/30 fromn Tucson to LAX. I need to make sure flight is not cancelled as going on cruise that day.  Please confirm , I should not to be concerned."
680,81425,"We're all hands on deck and are eager to help you with your travel plans. If we can assist from here, please DM the details.",Currently waiting on hold with for 16+ min and counting.... this is true hell. ð¥
681,81427,"Please follow and DM your record locator, Thomas. We'd like let our App Team know.","I requested reset password. I got email with the temp password, and I can't login with that info... WTF? https://t.co/JDpu6tU0va"
682,81429,We're always looking at new routes. Keep an eye out for any changes.,Any Chance Of You Flying Into YYJ?
683,81431,"We'd love to be able to fly to more place, Brandon. We hope it's available to us in the future.",I have never see you fly into YYJ. Would be nice if you could send an ERJ from LAX
684,81433,Send us your record locator or ticket number via DM along with your contact phone number and email address. We'll look into this for you.,"Hi, I need to get an incident report from you for a flight that was delayed. Can you tell me how I go about this? Thanks!"
685,81438,We'll count you in and we'll have your flight going in time for the holiday season.,I think an imaginary flight on for an imaginary holiday is perfect. Count me in!
